1,10256,32.594946766248
2,8452,26.861592245351
3,6121,19.453360877165
4,3352,10.653106626410
5,840,2.669632925472
6,232,0.737327188940
7,131,0.416335610996
8,106,0.336882250119
9,92,0.292388368027
10,73,0.232003813761
11,69,0.219291276020
12,44,0.139837915143
13,56,0.177975528364
14,53,0.168441125059
15,53,0.168441125059
16,49,0.155728587319
17,51,0.162084856189
18,45,0.143016049578
19,49,0.155728587319
20,88,0.279675830287
21,63,0.200222469410
22,60,0.190688066105
23,48,0.152550452884
24,56,0.177975528364
25,46,0.146194184013
26,52,0.165262990624
27,52,0.165262990624
28,43,0.136659780708
29,38,0.120769108533
30,48,0.152550452884
31,36,0.114412839663
32,35,0.111234705228
33,42,0.133481646273
34,29,0.092165898617
35,43,0.136659780708
36,44,0.139837915143
37,26,0.082631495312
38,25,0.079453360877
39,26,0.082631495312
40,35,0.111234705228
41,27,0.085809629747
42,29,0.092165898617
43,33,0.104878436357
44,22,0.069918957571
45,23,0.073097092006
46,38,0.120769108533
47,14,0.044493882091
48,30,0.095344033052
49,22,0.069918957571
50,23,0.073097092006
51,18,0.057206419831
52,17,0.054028285396
53,19,0.060384554266
54,10,0.031781344350
55,7,0.022246941045
56,15,0.047672016526
57,13,0.041315747656
58,9,0.028603209915
59,8,0.025425075480
60,4,0.012712537740
61,5,0.015890672175
62,3,0.009534403305
64,1,0.003178134435
65,6,0.019068806610
66,3,0.009534403305
67,2,0.006356268870
68,1,0.003178134435
71,2,0.006356268870
72,2,0.006356268870
